id	text	polarity
1793	internet paketim oldugu halde internete giremiyorum allahin belasi Turkcell yaptigin ayip amina korum senin kasar tutmayin beni sinirlendim	negative
1794	Sayfamızı begenen 80.müşterimize TURKCELL'den 1 aylık FACEBOOK Paketi PDA STORE'dan BEDAVA	positive
1795	sanane istedigimi derim ben sa na ne	negative
1796	#Turkcell Herşey şans bizde dediniz bende avea ya gectim :)	negative
1797	Turkcell'i benzer sebeplerle biraktim. Alternatifleri daha mi iyi? Tartisilir:)Tuketiciyi koruyan platformlara ihtiyacimiz var	negative
1798	bu kadar detaylı kişisel bilgimizin turkcellde olmasına rağmen alakasız tanıtım smslerinizi neden gönderiyorsunuz?	negative
1799	'lutfewn bır turkcell ıletısım noktasına gidin'' bos gezıoruz bızım ısımız gucumuzyok sankı kalkıp eve gdp fatura bulup sana kosucam!!	negative
1800	turcell ailesine ve turkcell müşteri temsilcilerine mutlu  sağlıklı yıllar diiliyorum sevgilerimle (:	positive
1801	korkunc bir ulkede yasiyoruz. herkes kazik atarak biseyler kazanma pesinde. #superonline da bunlarin basindaymis.	negative
1802	BIKTIM ARTIK FAZLA FATURA ODEMEKTEN 5 DEYİP 10 ALIYORSUNUZ HEP 20 YILLIK MUSTERİNİZİM YETER ARTİK	negative
1803	telefonumun interneti o kadar ezik ki beni bu hallere dusuren Turkcell'e ne kadar sovsem azdir.	negative
1804	bir haftadir gezdigim 4. turkcel timdeym kimse modem teslimi almaya yanasmiyor beceremiyor ve istemiyolar...adami cildirttilar	negative
1805	""" Dur mesaj atalimda heyecan yapsinlar "" - TURKCELL - "" Senin ben aminakoyim "" - Sevgilisinden mesaj bekleyen genc -"	negative
1806	o zaman sorun yok bende turkcell için iyi bir tarife arıyorum ama ne yapsam karar veremedim fikir versene:)	positive
1807	"o laftan sonra ""nasıl alıyor bunları bu telefonu"" dediği zaman biri çıkıp ""turkcell'de kampanya var çok ucuza"" diyecektir elbet."	positive
1808	Turkcell çözüm ürettimi yani?	negative
1809	Küstüm #Turkcell.	negative
1810	kullanan müşterilerine yönelik avantajlr sunmuyor.Turkcell bu satış ve pazarlama yöntemleriyle devam ederse eski müşterilerini kaybedebilir!	negative
1811	Turkcell gibi fiyat çekecekseniz hiç getirmeyin.	negative
1812	"IDATE raporundan ""Turkcell Superonline 2011'de sunmaya başladığı 1000Mbs hızında fiber internetle Avrupa'da sayılı operatör arasına girdi"""	positive
1813	Bur sure stabil devam ettin ama su an sacmaliyorsun Turkcell Superonline	negative
1814	e ozaman senin karsına cıkan denyoların türkcell in her yöne msj kampanyasından haberleri yoktu:D:D:D	positive
1815	oy oyy 90lar.. :)) ve maşallah afiyet olsun kuzum ama hayat paylaşınca güzel hehe :Pp	positive
1816	198TL Fatura! Ey Turkcell! Her ay beceren sensin ama o bebek selocanlar yine senden çıkıyor! Nasıl bi'tongaya düştük anlamadım ki amk!	negative
1817	Mesajlarim neden iletilmiyo turkcell?!	negative
1818	Bu turkcell varya....100 dk konusma hakki verdi,selenle 10 sn konustuk 5 dakikası coktan gitti nasıl is anlamadiim.	negative
1819	bugün eski hattımı geri almak istediğimi söyleyince hattımın satışa sunulduğunu söylediler TURKCELL Parasız kaldı hattımı satıyor :))	negative
1820	eğer ayın 26sında hala eline ulaşmayacaksa, 16sında geliyor diye reklam yapma turkcell.	negative
1821	sanirim 3G baglanti sorunu var, surekli Edge oluyor ve internetim kesiliyor!!!	negative
1822	Offf turkcell malsin kontur gondermek istiyorum ama sistem hatasi veriyo merveye gondermem lazim off offf acil yaa merveden cok ben istiyorm	negative
1823	git allasen yillarimi Turkcell'e verdim birak spayi sipa bile vermediler	negative
1824	#superonline cilar beni dinlemeyip yine o anlasmali sitelerden test yaptilar. Sonuc husran! 20 olmasi gereken hiz zor bela 8 cikti.	negative
1825	Bu ay turkcell faturamda kendi rekorumu kırdım heyoooo (ölçü kullanmak gerekirse de: kol gibi ....dıt dıt dırıt dıt.	negative
1826	turkcelle bağlan hayata hayata bağlan turkcelle	positive
1827	Turkcell in faturalandırma sistemi = Kime ne tutturursan sistemi..!!!	negative
1828	Lan Turkcell bi kere de düzgün çek! Bi kere de ağız tadıyla bağlan!	negative
1829	RE:  Türkcell Vınn Çeker Hacılar .. :)	positive
1830	Kirk yilda bir Turkcell ise yariyacakti platinum havas belesdi, havas havatas olmus yok	negative
1831	Bu  internet bağlantısında sorun yaşayan bir ben miyim yoksa yaygın bir sorun mu merak ettim...	negative
1832	2 buçuk aydır tanımayan turkcell beni sesimden tanımış bulunmaktadır!! bunu kutlamalı.	positive
1833	numaramı turkcell'e mi taşısam acaba	positive
1834	ey türkcell   cepten  internet  istiyoruz  en kısa  zamanda  çözünüz	negative
1835	Bi turkcell calisani olarak soylemek istedim Superonline=Turkcell ,hizmet kalitemzden hic suphe yok:)tabiki superonline	positive
1836	bi kaç gun smsın olmayabılır turksel farkı huhu	negative
1837	yok ya iyi turkcell alistim	positive
1838	4 çekmez , turkcelli pencere kenarlarında ancak acı çeker...	negative
1839	O mesajdan sonra sadece Zamundayı seviyorum, fuck superonline.	negative
1840	Cumartesileri çalışmıyor musunuz?	negative
1841	kontörlü hatlarda temlikli cihaz alabiliyor   duyuraydınız iyiydi.	negative
1842	O.Ç.   Ne oldu? 8 günde 10bin  çisi KORKUTTU mu seni?	negative
1843	Oc musteri hizmetleri kukla ettiniz amk turkcell beni sessimden tanirmis	negative
1844	beşiktaş'ın orta yerindeyim. internet edge. arada bir edge'den hallice 3g çekiyor. teşekkürler #turkcell.	negative
1845	#gercektenbiktim avea türkcell vodefone reklamların dan tiskindimm haaa	negative
1846	Superonline geç ;) Alt yapı varsa sizin oralarda bence fiber internet al, internet neymiş görüceksin ;)	positive
1847	superonline :)	positive
1848	Kahve Dünyasından 1 kahve alınca 1 kahve bedavaymış. Sadece bana özel bir kampanyaymış. Nabza göre şerbet veren sevgili gibisin be turkcell.	positive
1849	Numarasını Turkcell'e taşıyana 250 dk her yöne... Ama zaten yıllardır Turkcelli olanlar sürünsün... Onlar para basıyo dimi, tabi.	negative
1850	nedir senin bu turkcell den cektigin.........	negative
1851	armut piş ağzıma düş. Müşteri temsilcinizi ardım.Her bilgim var önünde bana 7777'ye yönlendiriyor. Sesimden tanımanız madah değil.	negative
1852	Turkcell isi biliyor. 4'te de aynı sey olmuştu. Kontratli alicaksan Turkcell 'de çok rahat bulursun.	positive
1853	Önce kız takımımız KPMG'yi 3-0 sonra da biz Unilever'i 3-1'le geçtik, süper bir gün oldu! #turkcellvoleybol #goturkcell #turkcell :))	positive
1854	Bir de FSM köprüsü üzerinden geçerken #3G bağlantısının #EDGE'e düşmesine hep uyuz olmuşumdur, hala da uyuz oluyorum! Teşekkürler	negative
1855	&amp; sen neleri cozmussun burası ne ki senin icin sekerim:)) bu arada Turkcell reklamı ve senin yorumun şahane..tebrikler canım..	positive
1856	Hele turkcell ne kaziklamis bizi yillarca!	negative
1857	HAFTAMIZ TÜRKCELL SÜPERONLİNE SAYESİNDE KÖTÜ BAŞLADI KÖTÜ GİDİYOR. ÇÖZÜN ARTIK ŞU ANADOLU YAKASINDAKİ İNTERNET SORUNUNU	negative
1858	vodafone yap..turkcell geçiriyo çok pis..	negative
1859	"""Hayat paylaşınca güzel""...."	positive
1860	Bu da alana kadar müşterimsin sonra ne halin varsa gör diyen bir anlayış vee numara taşıma numaralarına dikkat!!	negative
1861	bana msj atan da yok ama tcell ne biliyim sikindiri boktan giysi firmaları falan filan çook yalnızımmm :( :P	negative
1862	O.ç. Turkcell 0.facebok'dan para alıyo.	negative
1863	öyle ama avea igrenc ya. Bi kere arkadaslarim turkcelli 10.000 sms fln var. Parasi onemli degil turkcell iyi :D	positive
1864	:)) senin icin de sahane bi yil olsun selocan, bir de iyi haber, artik oyle dusunmuyorum, kesinlikle haklisin! :))	positive
1865	vapurda gazete dagitiyorsunuz. Guzel hareket de dagittirdiklarinizi iyi secmiyorsunuz galiba. Kustahlik &amp; terbiyesizlik zirvede	negative
1866	internet pktm bittti yeniden yaptım  cok pahalı ya hiç öğrenciyi düşünmüyo :)	negative
1867	superonline işi olmuyor  fiber internet hizmeti yokmuş bizim binada.apartman olarak başvurmamış gerekiyormuş vss.. :)	negative
1868	4ceker turkcell sanirim bi tek benim oldugum yerlerde cekmiyo..	negative
1869	:)Sevgilimi 'Turkcell' diye kaydettim. Kimse gelen mesajlara bakmıyo artık .  Aklınızda bulunsun :-)	negative
1870	yaaaaaa tam  kızıp iphone4s almayacağım dediğim anda bu bana yapılamaz! isyan ediyorum!	negative
1871	iphone 4 S Kanyon Turkcell de var ilgilenenlere duyurulur ..Cok kalabalik tukenmeden alin derim ..	positive
1872	İphone 4S,16 Aralık tarihinde Turkcell bayilerinde kampanyalı satışa sunulacak bilginize ...	positive
1873	Bye bye avea, selam turkcell	positive
1874	#turkcell iCloud reklamı yapıyor, yürü len	negative
1875	Bu Turkcell kafayi yemis 7 gun sonra bitecek olan paketim icin neden simdiden mesaj atiyorsun kardesim.	negative
1876	Bir polis mesaj atar bi egm atar bir turkcell atar bir de o uyardiklari kisiler atar. Hediye kazandiniz diye. Hey Allam.	negative
1877	A.A ile  hattdan cep telefonuma gelen gereksiz ve saçma mesajlarınızı istemiyorum. Kime sordunuz da gönderiyorsunuz?	negative
1878	Tamamdr baby turkcelle bağlan hayata :))	positive
1879	mal bir TIM calisani yuzunden mailim kapandi.4 gundur e-posta ayari yapamadiniz.Bugun son kez ariycam,olmazsa operator degistircem	negative
1880	100 liradan aşşa fatura göndermiyosunuz zaten.Bari bi işe yarayında faturanın yanında Iphone4S gönderin.Hayat paylaşınca güzel	negative
1881	ile sorun yaşıyorum. diğer telefonumda en azından çekiyordu şu an yeni bir telefon aldım sürekli servis yok diyor	negative
1882	Ödemeli aramlari cevaplayip haberiniz olmadan odediginiz 29krş larin  talep ettiginizde geri odenecegini biliyor muydunuz? Bilin.	negative
1883	Olmadık yere kontörümü yiyen turkcell i kınıyorum haberin olsun.	negative
1884	Sabah 7.30dan itibaren tekrar Turkcell'm bilginizee :)	positive
1885	Bir SMS Bir Kitap Kampanyamiz devam ediyor Turkcell 5228'e yolluyacaginiz 1 sms cocuklara guzel bir kitaba donusuyor...	positive
1886	BlackBerry seni o kadar cok seviyorki :) Hep seni ariyor. Mutluyuz seninle	positive
1887	Bu turkcell in günlük sms kotası ne kadar saçma ya al işte bitti	negative
1888	turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?	negative
1889	#turkcell kampanyaları içerisndeki süpriz fatura #hayattansogutanseyler den biri olarak değerlendiriyorum konudan müzdarip varmı?	negative
1890	"2012'ye kadar sms hakkinizi kullanabilirsin diyen sevgili turkcell ""allah razii olsun, sen olmasan napardim"" demek istedim."	positive
1891	senden nefret ediorum turkcell o kdr mutsuz ettin ki beni bunca yıllık beraberliğimiz bunu haketmiyordu:(	negative
1892	bu gün trkcll time gittim. win. mobile kullandığım için wap ayarları manuel olarak kendim yapamadım. koskoca trkcll timde yapamadı	negative
1893	Her evrakım ve ödemem tamam ama tel.kapalı.agır hastam var.LANET OLSUN SANA TURKCELL.Ölmek istiyorummmm	negative
1894	şerefsiz onursuz tamamen kapitalist ve hileci bir firma sizi ödemeli ariyorlar ya ilave çalıyorlar 29 krs	negative
1895	O değilde bu Turkcell reklamindaki ağlak, yandan düdüklü sesi olan adam kim abi? Biri benim yerime bulsun ve Tibet'e götürüp orada biraksin.	negative
1896	selam yeniden haxball. canını yiyeyim turkcell superonline.	positive
1897	"hayat paylaşınca güzel "" TURKCELL :))))"	positive
1898	20 TL'mi 100 TL yapma turkcell yapma yeter amk yapma!	negative
1899	Öf be amip Turkcell sinirlerimi bozuyosun !	negative
1900	Oha amk arkadaşla 14 dk konuştuk 6 Tl 22kurus gitmiş. Resmen soyuldum türkcell tarafından...	negative
1901	Kadinlar turkcell gibidir once vaad eder sonra çakar	negative
1902	İpragaz reklamı muhteşem olmuş süper abi.Turkcell reklam görsün........	negative
1903	girmezmiyim.. Turkcell kartim bile var.. Yarindan itibaren onu takicam.. Twittersiz denedim sadece 3 gun yapabildim:)))))	positive
1904	her yöne sms 12 tl bakınız turkcell :D	positive
1905	hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ı-ıhh	positive
1906	maçtaki golleri elli kere yollamasa hoş olacak. gol oluyor aynı mesajdan 2-3 kere geliyor, sabır sınıyor resmen.	negative
1907	ev telefonunuzu superonline'a devredin..	positive
1908	"bugün turkcell'de ""hayat paylaşınca güzel"" anı yaşadım"	positive
1909	Vakit bulamama ihtimaline karşın Turkcell'den de istedim. Yarın gelecek. Hızlı okutup detayları kaçırmanı istemem :)	positive
1910	Seni ben İstanbul'un bütün semtlerinde edge çekmeyi başarasın diye mi sevdim ey  ?!	negative
1911	faturali hattima hic bir indirim hediye alamazken 20 tl yukleyen hazirkartliya milyonlarca dakika hediye	negative
1912	O reklam sloganının çok ötesindeymiş, hayat paylaşınca güzel	positive
1913	Şu son avea reklamından etkilendim. 4 TL'ye 100 DK Her yöne.. çok iyi tarifeler var. Turkcell yeter!	negative
1914	Blog Ödüllerinde Desteğiniz İçin Teşekkürler: Politik Akademi olarak Turkcell sponsorluğunda düzenlenen 2011 Bl...	positive
1915	Önce bedava dakikan bitti dedin, sonra hiç eksilmeyen bir 589 dk. verdin, şimdi de 55 dakikan kaldı diyorsun.N'apmaya çalışıyorsun Turkcell?	negative
1916	Dünden beri Turkcell'i arayıp internet paketi yaptıracaktım ama nasıl bir üşenmeyse bu hala yapamadım gitti.	positive
1917	neye uyuz olduysam reklamlarına hayran oldum; cocacola, zaman, turkcell.. reklamcılık harikaları.. :)	positive
1918	superonline varya daha iyi	positive
1919	MOODY'S, TURKCELL'IN ORTAGI TELIASONERA'NIN KREDI A3 OLAN NOTUNU TEYIT ETTI, GORUNUMU DURAGAN'DAN NEGATIF'E CEVIRDI	negative
1920	Gayet tabii :) Turkcell aylik 7tl ile internet ve bbm kullanimi sagliyor.Butun bb uygulamalarini da o paketle kullanabiliyorsun.	positive
1921	hayat paylaşınca güzel diyorsun ama fatura gelince hiç paylaşalım yarısını öde yeter demiyorsun	negative
1922	#turkcell adinda bir telefon operatoru var.deli dumrul dan besbin beter.Para carpmanin adi #turkcell olmus.eline ver kolunu kurtaramiyorsun	negative
1923	Eğer düzenli olarak küfür etmek istiyosan ttneti seçebilirsin ben daha geçen ay superonline geçtim çok daha iyi	positive
1924	paylasmak guzel biz onunla paylasiyrz o da bizimle cihazlari paylassa da sloganin hakkini verse turkcell ;)	negative
1925	de olmasa telefonum mesaj özelliğini unutacak artık :D	negative
1926	artık superonline'i iptal etmek zorunda kalıcam bıktım ama internetim geri düzeldi.bir tane  youtube videosunu bile yükleyemiyr	negative
1927	Bi Turkcell , bi de Coca-Cola reklamları beni derinden etkliyo lan	positive
1928	Internet paketim var, sms paketim var, daha ne diye liralarımı sömürüyosun gerizekalı turkcell?	negative
1929	Bahçeşehir Üniversitesi'nden Süreyya Ciliv'e özel ödül	positive
1930	Hayat paylaşınca güzel lalalalalalalalalalaaaaaaaaaaaa :D	positive
1931	artık yeter. Çekmiyor telefonum. Sertab erener'i corluya yollayın bakalım 4 çeker olacak mı????	negative
1932	Turkcell den aradılar iş görüşmesi için yarın cagırdılar geldiye :) aklımda yoktu ama güzel olur gelebilirim	positive
1933	#YeniYilKararlarim i RT yapana masaüstü bişisi veriyoms.sen önce kazığı sok malum yere sonra takvim ver.ver allahım vr..tavaynan!	negative
1934	""" hepsi ayni bunlarin, biz de trkcll superonline ile kavga edip iptal ettirdik. Isik hizinda rezaletti!!#TurkTelekomYeterArama"""	negative
1935	numara tasima reklamiyla feci gol atmis avea. turkcel vodafon bir araya gelse cikaramaz	negative
1936	""" Turkcell Superonline 1 Milyon Haneye Fiber İnterneti Taşıdı, Sabit Numara Taşımada Lider Oldu."	positive
1937	O 2sms de  e sadakamiz olsun,tesyevden daha cok ihtiyaci var belli ki	negative
1938	Erol büyükburç'u ne zaman bir reklamda görsem Shubuo Turkcell reklamları aklıma geliyor.Zamaninda ne başarısız bir kampanya idi.	negative
1939	lanet olası bir turkcell li olarak vallahi aynı nağmelerden sıkıldım lan.. üşenmesem sırf şu cıvık reklam için geçicem.	negative
1940	dunyanin en iyi gsm operatorusunuz bence. Hemen hallettiniz cozdunuz sorunumu cok tesekkurler artik firsat smsleri gelmiyo! Oleyy!	positive
1941	#superonline #turkcell şu an internet hızımı saygıyla anıyorum: 2MBit (Gerçekte 20MBit) #BAN	positive
1942	İzmir'in sokaklarında neden Turkcell'in o özel aşkımlı canımlı bitanemli kelimeleri yok lan ?	negative
1943	Check out my result from    Turkcell Superonline, harbiden süper :))	positive
1944	#3kelimeyle2011 basarı, performans, keyif...	positive
1945	Tesadufe bak. :) ayrica  turkcell internet bi' gidiyor, bi' geliyor. Sikayetim var. :)	negative
1946	paranla galaxy note alamıyorsun bu ne iştir arkadaş! illa turkcell faturalı hattım mı olmak zorunda!?	negative
1947	Mesaj gelır acarsın ve sınırle kapatmanın nedenı 'TURKCELL'	negative
1948	merhabalar, şu internet paketlerinde bir düzenlemeye gitmezseniz 12 senelik bir 'Turkcell'liyi artık tamamen kaybedeceksiniz	negative
1949	Böyle giderse ben avea ya akar hacı baydin beni turkcell	negative
1950	#turkcellmuzik Bengü Hiç bitmesinn bu   seni çok seviyorummm türkcell çok teşkkürler bize böyle bir anı yaşattıgın için	positive
1951	Sarkili reklam filmlerine hayirr! Turkcell'den sonra cocacola'nin reklam sarkisi da evlere senlik :/	negative
